Jar,Species,Treatment,Day,Replicate,Sample.Day,Community,Species.Richness,Abundance
103,Loxocephallus,U0.5,4,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
103,P.caudatum,U0.5,4,1,1,P.caudatum+Loxocephallus+Blepharisma,3,3700
104,Blepharisma,U0.5,4,2,1,P.caudatum+Loxocephallus+Blepharisma,3,400
104,Loxocephallus,U0.5,4,2,1,P.caudatum+Loxocephallus+Blepharisma,3,2
104,P.caudatum,U0.5,4,2,1,P.caudatum+Loxocephallus+Blepharisma,3,3400
105,Blepharisma,U0.5,4,3,1,P.caudatum+Loxocephallus+Blepharisma,3,400
105,Loxocephallus,U0.5,4,3,1,P.caudatum+Loxocephallus+Blepharisma,3,0
105,P.caudatum,U0.5,4,3,1,P.caudatum+Loxocephallus+Blepharisma,3,3100
1,P.caudatum,S,7,1,1,P.caudatum,1,2340
2,P.caudatum,S,7,2,1,P.caudatum,1,3300
3,P.caudatum,S,7,3,1,P.caudatum,1,2940
4,Loxocephallus,S,7,1,1,Loxocephallus,1,300
5,Loxocephallus,S,7,2,1,Loxocephallus,1,180
6,Loxocephallus,S,7,3,1,Loxocephallus,1,360
7,Blepharisma,S,7,1,1,Blepharisma,1,1620
8,Blepharisma,S,7,2,1,Blepharisma,1,1080
9,Blepharisma,S,7,3,1,Blepharisma,1,1380
10,Loxocephallus,S,7,1,1,P.caudatum+Loxocephallus,2,1
10,P.caudatum,S,7,1,1,P.caudatum+Loxocephallus,2,3480
11,Loxocephallus,S,7,2,1,P.caudatum+Loxocephallus,2,2
11,P.caudatum,S,7,2,1,P.caudatum+Loxocephallus,2,3060
12,Loxocephallus,S,7,3,1,P.caudatum+Loxocephallus,2,2
12,P.caudatum,S,7,3,1,P.caudatum+Loxocephallus,2,2880
13,Blepharisma,S,7,1,1,P.caudatum+Blepharisma,2,240
13,P.caudatum,S,7,1,1,P.caudatum+Blepharisma,2,2400
14,Blepharisma,S,7,2,1,P.caudatum+Blepharisma,2,120
14,P.caudatum,S,7,2,1,P.caudatum+Blepharisma,2,3240
15,Blepharisma,S,7,3,1,P.caudatum+Blepharisma,2,180
15,P.caudatum,S,7,3,1,P.caudatum+Blepharisma,2,2640
16,Blepharisma,S,7,1,1,Blepharisma+Loxocephallus,2,1740
16,Loxocephallus,S,7,1,1,Blepharisma+Loxocephallus,2,120
17,Blepharisma,S,7,2,1,Blepharisma+Loxocephallus,2,2940
17,Loxocephallus,S,7,2,1,Blepharisma+Loxocephallus,2,60
18,Blepharisma,S,7,3,1,Blepharisma+Loxocephallus,2,2160
18,Loxocephallus,S,7,3,1,Blepharisma+Loxocephallus,2,1
19,Blepharisma,S,7,1,1,P.caudatum+Loxocephallus+Blepharisma,3,60
19,Loxocephallus,S,7,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
19,P.caudatum,S,7,1,1,P.caudatum+Loxocephallus+Blepharisma,3,3180
20,Blepharisma,S,7,2,1,P.caudatum+Loxocephallus+Blepharisma,3,300
20,Loxocephallus,S,7,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
20,P.caudatum,S,7,2,1,P.caudatum+Loxocephallus+Blepharisma,3,3240
21,Blepharisma,S,7,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
21,Loxocephallus,S,7,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
21,P.caudatum,S,7,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
22,P.caudatum,U3,7,1,1,P.caudatum,1,2400
23,P.caudatum,U3,7,2,1,P.caudatum,1,2100
24,P.caudatum,U3,7,3,1,P.caudatum,1,1860
25,Loxocephallus,U3,7,1,1,Loxocephallus,1,NA
26,Loxocephallus,U3,7,2,1,Loxocephallus,1,420
27,Loxocephallus,U3,7,3,1,Loxocephallus,1,780
28,Blepharisma,U3,7,1,1,Blepharisma,1,1680
29,Blepharisma,U3,7,2,1,Blepharisma,1,2100
30,Blepharisma,U3,7,3,1,Blepharisma,1,1440
31,Loxocephallus,U3,7,1,1,P.caudatum+Loxocephallus,2,1
31,P.caudatum,U3,7,1,1,P.caudatum+Loxocephallus,2,3360
32,Loxocephallus,U3,7,2,1,P.caudatum+Loxocephallus,2,1
32,P.caudatum,U3,7,2,1,P.caudatum+Loxocephallus,2,2820
33,Loxocephallus,U3,7,3,1,P.caudatum+Loxocephallus,2,0
33,P.caudatum,U3,7,3,1,P.caudatum+Loxocephallus,2,3540
34,Blepharisma,U3,7,1,1,P.caudatum+Blepharisma,2,420
34,P.caudatum,U3,7,1,1,P.caudatum+Blepharisma,2,2340
35,Blepharisma,U3,7,2,1,P.caudatum+Blepharisma,2,420
35,P.caudatum,U3,7,2,1,P.caudatum+Blepharisma,2,2400
36,Blepharisma,U3,7,3,1,P.caudatum+Blepharisma,2,300
36,P.caudatum,U3,7,3,1,P.caudatum+Blepharisma,2,3300
37,Blepharisma,U3,7,1,1,Blepharisma+Loxocephallus,2,1980
37,Loxocephallus,U3,7,1,1,Blepharisma+Loxocephallus,2,60
38,Blepharisma,U3,7,2,1,Blepharisma+Loxocephallus,2,2160
38,Loxocephallus,U3,7,2,1,Blepharisma+Loxocephallus,2,12
39,Blepharisma,U3,7,3,1,Blepharisma+Loxocephallus,2,NA
39,Loxocephallus,U3,7,3,1,Blepharisma+Loxocephallus,2,NA
40,Blepharisma,U3,7,1,1,P.caudatum+Loxocephallus+Blepharisma,3,300
40,Loxocephallus,U3,7,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
40,P.caudatum,U3,7,1,1,P.caudatum+Loxocephallus+Blepharisma,3,2820
41,Blepharisma,U3,7,2,1,P.caudatum+Loxocephallus+Blepharisma,3,240
41,Loxocephallus,U3,7,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
41,P.caudatum,U3,7,2,1,P.caudatum+Loxocephallus+Blepharisma,3,2220
42,Blepharisma,U3,7,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
42,Loxocephallus,U3,7,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
42,P.caudatum,U3,7,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
43,P.caudatum,U1.5,7,1,1,P.caudatum,1,2400
44,P.caudatum,U1.5,7,2,1,P.caudatum,1,1800
45,P.caudatum,U1.5,7,3,1,P.caudatum,1,2340
46,Loxocephallus,U1.5,7,1,1,Loxocephallus,1,300
47,Loxocephallus,U1.5,7,2,1,Loxocephallus,1,360
48,Loxocephallus,U1.5,7,3,1,Loxocephallus,1,180
49,Blepharisma,U1.5,7,1,1,Blepharisma,1,1500
50,Blepharisma,U1.5,7,2,1,Blepharisma,1,1740
51,Blepharisma,U1.5,7,3,1,Blepharisma,1,1140
52,Loxocephallus,U1.5,7,1,1,P.caudatum+Loxocephallus,2,120
52,P.caudatum,U1.5,7,1,1,P.caudatum+Loxocephallus,2,1980
53,Loxocephallus,U1.5,7,2,1,P.caudatum+Loxocephallus,2,0
53,P.caudatum,U1.5,7,2,1,P.caudatum+Loxocephallus,2,3120
54,Loxocephallus,U1.5,7,3,1,P.caudatum+Loxocephallus,2,0
54,P.caudatum,U1.5,7,3,1,P.caudatum+Loxocephallus,2,3480
55,Blepharisma,U1.5,7,1,1,P.caudatum+Blepharisma,2,360
55,P.caudatum,U1.5,7,1,1,P.caudatum+Blepharisma,2,2460
56,Blepharisma,U1.5,7,2,1,P.caudatum+Blepharisma,2,600
56,P.caudatum,U1.5,7,2,1,P.caudatum+Blepharisma,2,3480
57,Blepharisma,U1.5,7,3,1,P.caudatum+Blepharisma,2,180
57,P.caudatum,U1.5,7,3,1,P.caudatum+Blepharisma,2,3480
58,Blepharisma,U1.5,7,1,1,Blepharisma+Loxocephallus,2,2400
58,Loxocephallus,U1.5,7,1,1,Blepharisma+Loxocephallus,2,60
59,Blepharisma,U1.5,7,2,1,Blepharisma+Loxocephallus,2,1740
59,Loxocephallus,U1.5,7,2,1,Blepharisma+Loxocephallus,2,60
60,Blepharisma,U1.5,7,3,1,Blepharisma+Loxocephallus,2,NA
60,Loxocephallus,U1.5,7,3,1,Blepharisma+Loxocephallus,2,NA
61,Blepharisma,U1.5,7,1,1,P.caudatum+Loxocephallus+Blepharisma,3,360
61,Loxocephallus,U1.5,7,1,1,P.caudatum+Loxocephallus+Blepharisma,3,1
61,P.caudatum,U1.5,7,1,1,P.caudatum+Loxocephallus+Blepharisma,3,2940
62,Blepharisma,U1.5,7,2,1,P.caudatum+Loxocephallus+Blepharisma,3,120
62,Loxocephallus,U1.5,7,2,1,P.caudatum+Loxocephallus+Blepharisma,3,1
62,P.caudatum,U1.5,7,2,1,P.caudatum+Loxocephallus+Blepharisma,3,3060
63,Blepharisma,U1.5,7,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,Loxocephallus,U1.5,7,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,P.caudatum,U1.5,7,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
64,P.caudatum,U0.75,7,1,1,P.caudatum,1,2460
65,P.caudatum,U0.75,7,2,1,P.caudatum,1,2580
66,P.caudatum,U0.75,7,3,1,P.caudatum,1,1800
67,Loxocephallus,U0.75,7,1,1,Loxocephallus,1,420
68,Loxocephallus,U0.75,7,2,1,Loxocephallus,1,NA
69,Loxocephallus,U0.75,7,3,1,Loxocephallus,1,420
70,Blepharisma,U0.75,7,1,1,Blepharisma,1,2280
71,Blepharisma,U0.75,7,2,1,Blepharisma,1,1140
72,Blepharisma,U0.75,7,3,1,Blepharisma,1,2040
73,Loxocephallus,U0.75,7,1,1,P.caudatum+Loxocephallus,2,60
73,P.caudatum,U0.75,7,1,1,P.caudatum+Loxocephallus,2,2580
74,Loxocephallus,U0.75,7,2,1,P.caudatum+Loxocephallus,2,1
74,P.caudatum,U0.75,7,2,1,P.caudatum+Loxocephallus,2,3240
75,Loxocephallus,U0.75,7,3,1,P.caudatum+Loxocephallus,2,2
75,P.caudatum,U0.75,7,3,1,P.caudatum+Loxocephallus,2,2940
76,Blepharisma,U0.75,7,1,1,P.caudatum+Blepharisma,2,300
76,P.caudatum,U0.75,7,1,1,P.caudatum+Blepharisma,2,2280
77,Blepharisma,U0.75,7,2,1,P.caudatum+Blepharisma,2,540
77,P.caudatum,U0.75,7,2,1,P.caudatum+Blepharisma,2,2400
78,Blepharisma,U0.75,7,3,1,P.caudatum+Blepharisma,2,120
78,P.caudatum,U0.75,7,3,1,P.caudatum+Blepharisma,2,2040
79,Blepharisma,U0.75,7,1,1,Blepharisma+Loxocephallus,2,2340
79,Loxocephallus,U0.75,7,1,1,Blepharisma+Loxocephallus,2,120
80,Blepharisma,U0.75,7,2,1,Blepharisma+Loxocephallus,2,2280
80,Loxocephallus,U0.75,7,2,1,Blepharisma+Loxocephallus,2,60
81,Blepharisma,U0.75,7,3,1,Blepharisma+Loxocephallus,2,1560
81,Loxocephallus,U0.75,7,3,1,Blepharisma+Loxocephallus,2,60
82,Blepharisma,U0.75,7,1,1,P.caudatum+Loxocephallus+Blepharisma,3,360
82,Loxocephallus,U0.75,7,1,1,P.caudatum+Loxocephallus+Blepharisma,3,1
82,P.caudatum,U0.75,7,1,1,P.caudatum+Loxocephallus+Blepharisma,3,3540
83,Blepharisma,U0.75,7,2,1,P.caudatum+Loxocephallus+Blepharisma,3,480
83,Loxocephallus,U0.75,7,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
83,P.caudatum,U0.75,7,2,1,P.caudatum+Loxocephallus+Blepharisma,3,3180
84,Blepharisma,U0.75,7,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
84,Loxocephallus,U0.75,7,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
84,P.caudatum,U0.75,7,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
85,P.caudatum,U0.5,7,1,1,P.caudatum,1,2220
86,P.caudatum,U0.5,7,2,1,P.caudatum,1,2100
87,P.caudatum,U0.5,7,3,1,P.caudatum,1,2880
88,Loxocephallus,U0.5,7,1,1,Loxocephallus,1,600
89,Loxocephallus,U0.5,7,2,1,Loxocephallus,1,240
90,Loxocephallus,U0.5,7,3,1,Loxocephallus,1,600
91,Blepharisma,U0.5,7,1,1,Blepharisma,1,1560
92,Blepharisma,U0.5,7,2,1,Blepharisma,1,1920
93,Blepharisma,U0.5,7,3,1,Blepharisma,1,1680
94,Loxocephallus,U0.5,7,1,1,P.caudatum+Loxocephallus,2,2
94,P.caudatum,U0.5,7,1,1,P.caudatum+Loxocephallus,2,3780
95,Loxocephallus,U0.5,7,2,1,P.caudatum+Loxocephallus,2,2
95,P.caudatum,U0.5,7,2,1,P.caudatum+Loxocephallus,2,2880
96,Loxocephallus,U0.5,7,3,1,P.caudatum+Loxocephallus,2,180
96,P.caudatum,U0.5,7,3,1,P.caudatum+Loxocephallus,2,2640
97,Blepharisma,U0.5,7,1,1,P.caudatum+Blepharisma,2,180
97,P.caudatum,U0.5,7,1,1,P.caudatum+Blepharisma,2,2280
98,Blepharisma,U0.5,7,2,1,P.caudatum+Blepharisma,2,180
98,P.caudatum,U0.5,7,2,1,P.caudatum+Blepharisma,2,2760
99,Blepharisma,U0.5,7,3,1,P.caudatum+Blepharisma,2,60
99,P.caudatum,U0.5,7,3,1,P.caudatum+Blepharisma,2,2940
100,Blepharisma,U0.5,7,1,1,Blepharisma+Loxocephallus,2,2040
100,Loxocephallus,U0.5,7,1,1,Blepharisma+Loxocephallus,2,60
101,Blepharisma,U0.5,7,2,1,Blepharisma+Loxocephallus,2,1620
101,Loxocephallus,U0.5,7,2,1,Blepharisma+Loxocephallus,2,120
102,Blepharisma,U0.5,7,3,1,Blepharisma+Loxocephallus,2,2280
102,Loxocephallus,U0.5,7,3,1,Blepharisma+Loxocephallus,2,20
103,Blepharisma,U0.5,7,1,1,P.caudatum+Loxocephallus+Blepharisma,3,180
103,Loxocephallus,U0.5,7,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
103,P.caudatum,U0.5,7,1,1,P.caudatum+Loxocephallus+Blepharisma,3,2820
104,Blepharisma,U0.5,7,2,1,P.caudatum+Loxocephallus+Blepharisma,3,420
104,Loxocephallus,U0.5,7,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
104,P.caudatum,U0.5,7,2,1,P.caudatum+Loxocephallus+Blepharisma,3,2280
105,Blepharisma,U0.5,7,3,1,P.caudatum+Loxocephallus+Blepharisma,3,360
105,Loxocephallus,U0.5,7,3,1,P.caudatum+Loxocephallus+Blepharisma,3,0
105,P.caudatum,U0.5,7,3,1,P.caudatum+Loxocephallus+Blepharisma,3,3300
1,P.caudatum,S,11,1,1,P.caudatum,1,2700
2,P.caudatum,S,11,2,1,P.caudatum,1,1860
3,P.caudatum,S,11,3,1,P.caudatum,1,1260
4,Loxocephallus,S,11,1,1,Loxocephallus,1,960
5,Loxocephallus,S,11,2,1,Loxocephallus,1,840
6,Loxocephallus,S,11,3,1,Loxocephallus,1,660
7,Blepharisma,S,11,1,1,Blepharisma,1,1320
8,Blepharisma,S,11,2,1,Blepharisma,1,1140
9,Blepharisma,S,11,3,1,Blepharisma,1,1980
10,Loxocephallus,S,11,1,1,P.caudatum+Loxocephallus,2,0
10,P.caudatum,S,11,1,1,P.caudatum+Loxocephallus,2,1860
11,Loxocephallus,S,11,2,1,P.caudatum+Loxocephallus,2,0
11,P.caudatum,S,11,2,1,P.caudatum+Loxocephallus,2,1980
12,Loxocephallus,S,11,3,1,P.caudatum+Loxocephallus,2,0
12,P.caudatum,S,11,3,1,P.caudatum+Loxocephallus,2,3240
13,Blepharisma,S,11,1,1,P.caudatum+Blepharisma,2,540
13,P.caudatum,S,11,1,1,P.caudatum+Blepharisma,2,1680
14,Blepharisma,S,11,2,1,P.caudatum+Blepharisma,2,120
14,P.caudatum,S,11,2,1,P.caudatum+Blepharisma,2,2640
15,Blepharisma,S,11,3,1,P.caudatum+Blepharisma,2,300
15,P.caudatum,S,11,3,1,P.caudatum+Blepharisma,2,2220
16,Blepharisma,S,11,1,1,Blepharisma+Loxocephallus,2,1860
16,Loxocephallus,S,11,1,1,Blepharisma+Loxocephallus,2,3
17,Blepharisma,S,11,2,1,Blepharisma+Loxocephallus,2,2640
17,Loxocephallus,S,11,2,1,Blepharisma+Loxocephallus,2,20
18,Blepharisma,S,11,3,1,Blepharisma+Loxocephallus,2,1500
18,Loxocephallus,S,11,3,1,Blepharisma+Loxocephallus,2,20
19,Blepharisma,S,11,1,1,P.caudatum+Loxocephallus+Blepharisma,3,240
19,Loxocephallus,S,11,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
19,P.caudatum,S,11,1,1,P.caudatum+Loxocephallus+Blepharisma,3,2280
20,Blepharisma,S,11,2,1,P.caudatum+Loxocephallus+Blepharisma,3,120
20,Loxocephallus,S,11,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
20,P.caudatum,S,11,2,1,P.caudatum+Loxocephallus+Blepharisma,3,2460
21,Blepharisma,S,11,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
21,Loxocephallus,S,11,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
21,P.caudatum,S,11,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
22,P.caudatum,U3,11,1,1,P.caudatum,1,2280
23,P.caudatum,U3,11,2,1,P.caudatum,1,1320
24,P.caudatum,U3,11,3,1,P.caudatum,1,2280
25,Loxocephallus,U3,11,1,1,Loxocephallus,1,NA
26,Loxocephallus,U3,11,2,1,Loxocephallus,1,3480
27,Loxocephallus,U3,11,3,1,Loxocephallus,1,1560
28,Blepharisma,U3,11,1,1,Blepharisma,1,2460
29,Blepharisma,U3,11,2,1,Blepharisma,1,1560
30,Blepharisma,U3,11,3,1,Blepharisma,1,1440
31,Loxocephallus,U3,11,1,1,P.caudatum+Loxocephallus,2,0
31,P.caudatum,U3,11,1,1,P.caudatum+Loxocephallus,2,1680
32,Loxocephallus,U3,11,2,1,P.caudatum+Loxocephallus,2,0
32,P.caudatum,U3,11,2,1,P.caudatum+Loxocephallus,2,1920
33,Loxocephallus,U3,11,3,1,P.caudatum+Loxocephallus,2,0
33,P.caudatum,U3,11,3,1,P.caudatum+Loxocephallus,2,2100
34,Blepharisma,U3,11,1,1,P.caudatum+Blepharisma,2,600
34,P.caudatum,U3,11,1,1,P.caudatum+Blepharisma,2,1140
35,Blepharisma,U3,11,2,1,P.caudatum+Blepharisma,2,240
35,P.caudatum,U3,11,2,1,P.caudatum+Blepharisma,2,1740
36,Blepharisma,U3,11,3,1,P.caudatum+Blepharisma,2,540
36,P.caudatum,U3,11,3,1,P.caudatum+Blepharisma,2,900
37,Blepharisma,U3,11,1,1,Blepharisma+Loxocephallus,2,2400
37,Loxocephallus,U3,11,1,1,Blepharisma+Loxocephallus,2,0
38,Blepharisma,U3,11,2,1,Blepharisma+Loxocephallus,2,2940
38,Loxocephallus,U3,11,2,1,Blepharisma+Loxocephallus,2,0
39,Blepharisma,U3,11,3,1,Blepharisma+Loxocephallus,2,NA
39,Loxocephallus,U3,11,3,1,Blepharisma+Loxocephallus,2,NA
40,Blepharisma,U3,11,1,1,P.caudatum+Loxocephallus+Blepharisma,3,480
40,Loxocephallus,U3,11,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
40,P.caudatum,U3,11,1,1,P.caudatum+Loxocephallus+Blepharisma,3,1380
41,Blepharisma,U3,11,2,1,P.caudatum+Loxocephallus+Blepharisma,3,480
41,Loxocephallus,U3,11,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
41,P.caudatum,U3,11,2,1,P.caudatum+Loxocephallus+Blepharisma,3,840
42,Blepharisma,U3,11,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
42,Loxocephallus,U3,11,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
42,P.caudatum,U3,11,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
43,P.caudatum,U1.5,11,1,1,P.caudatum,1,1440
44,P.caudatum,U1.5,11,2,1,P.caudatum,1,1260
45,P.caudatum,U1.5,11,3,1,P.caudatum,1,1680
46,Loxocephallus,U1.5,11,1,1,Loxocephallus,1,1320
47,Loxocephallus,U1.5,11,2,1,Loxocephallus,1,1140
48,Loxocephallus,U1.5,11,3,1,Loxocephallus,1,1740
49,Blepharisma,U1.5,11,1,1,Blepharisma,1,1620
50,Blepharisma,U1.5,11,2,1,Blepharisma,1,2460
51,Blepharisma,U1.5,11,3,1,Blepharisma,1,1500
52,Loxocephallus,U1.5,11,1,1,P.caudatum+Loxocephallus,2,0
52,P.caudatum,U1.5,11,1,1,P.caudatum+Loxocephallus,2,1140
53,Loxocephallus,U1.5,11,2,1,P.caudatum+Loxocephallus,2,0
53,P.caudatum,U1.5,11,2,1,P.caudatum+Loxocephallus,2,1680
54,Loxocephallus,U1.5,11,3,1,P.caudatum+Loxocephallus,2,0
54,P.caudatum,U1.5,11,3,1,P.caudatum+Loxocephallus,2,2280
55,Blepharisma,U1.5,11,1,1,P.caudatum+Blepharisma,2,420
55,P.caudatum,U1.5,11,1,1,P.caudatum+Blepharisma,2,1560
56,Blepharisma,U1.5,11,2,1,P.caudatum+Blepharisma,2,180
56,P.caudatum,U1.5,11,2,1,P.caudatum+Blepharisma,2,1560
57,Blepharisma,U1.5,11,3,1,P.caudatum+Blepharisma,2,300
57,P.caudatum,U1.5,11,3,1,P.caudatum+Blepharisma,2,1320
58,Blepharisma,U1.5,11,1,1,Blepharisma+Loxocephallus,2,1980
58,Loxocephallus,U1.5,11,1,1,Blepharisma+Loxocephallus,2,0
59,Blepharisma,U1.5,11,2,1,Blepharisma+Loxocephallus,2,1440
59,Loxocephallus,U1.5,11,2,1,Blepharisma+Loxocephallus,2,0
60,Blepharisma,U1.5,11,3,1,Blepharisma+Loxocephallus,2,NA
60,Loxocephallus,U1.5,11,3,1,Blepharisma+Loxocephallus,2,NA
61,Blepharisma,U1.5,11,1,1,P.caudatum+Loxocephallus+Blepharisma,3,240
61,Loxocephallus,U1.5,11,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
61,P.caudatum,U1.5,11,1,1,P.caudatum+Loxocephallus+Blepharisma,3,2520
62,Blepharisma,U1.5,11,2,1,P.caudatum+Loxocephallus+Blepharisma,3,540
62,Loxocephallus,U1.5,11,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
62,P.caudatum,U1.5,11,2,1,P.caudatum+Loxocephallus+Blepharisma,3,1740
63,Blepharisma,U1.5,11,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,Loxocephallus,U1.5,11,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,P.caudatum,U1.5,11,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
64,P.caudatum,U0.75,11,1,1,P.caudatum,1,1680
65,P.caudatum,U0.75,11,2,1,P.caudatum,1,1740
66,P.caudatum,U0.75,11,3,1,P.caudatum,1,2340
67,Loxocephallus,U0.75,11,1,1,Loxocephallus,1,1800
68,Loxocephallus,U0.75,11,2,1,Loxocephallus,1,NA
69,Loxocephallus,U0.75,11,3,1,Loxocephallus,1,900
70,Blepharisma,U0.75,11,1,1,Blepharisma,1,1980
71,Blepharisma,U0.75,11,2,1,Blepharisma,1,1680
72,Blepharisma,U0.75,11,3,1,Blepharisma,1,1740
73,Loxocephallus,U0.75,11,1,1,P.caudatum+Loxocephallus,2,0
73,P.caudatum,U0.75,11,1,1,P.caudatum+Loxocephallus,2,2580
74,Loxocephallus,U0.75,11,2,1,P.caudatum+Loxocephallus,2,0
74,P.caudatum,U0.75,11,2,1,P.caudatum+Loxocephallus,2,2940
75,Loxocephallus,U0.75,11,3,1,P.caudatum+Loxocephallus,2,1
75,P.caudatum,U0.75,11,3,1,P.caudatum+Loxocephallus,2,2280
76,Blepharisma,U0.75,11,1,1,P.caudatum+Blepharisma,2,360
76,P.caudatum,U0.75,11,1,1,P.caudatum+Blepharisma,2,1920
77,Blepharisma,U0.75,11,2,1,P.caudatum+Blepharisma,2,180
77,P.caudatum,U0.75,11,2,1,P.caudatum+Blepharisma,2,1440
78,Blepharisma,U0.75,11,3,1,P.caudatum+Blepharisma,2,360
78,P.caudatum,U0.75,11,3,1,P.caudatum+Blepharisma,2,1380
79,Blepharisma,U0.75,11,1,1,Blepharisma+Loxocephallus,2,2400
79,Loxocephallus,U0.75,11,1,1,Blepharisma+Loxocephallus,2,1
80,Blepharisma,U0.75,11,2,1,Blepharisma+Loxocephallus,2,2100
80,Loxocephallus,U0.75,11,2,1,Blepharisma+Loxocephallus,2,1
81,Blepharisma,U0.75,11,3,1,Blepharisma+Loxocephallus,2,2160
81,Loxocephallus,U0.75,11,3,1,Blepharisma+Loxocephallus,2,12
82,Blepharisma,U0.75,11,1,1,P.caudatum+Loxocephallus+Blepharisma,3,420
82,Loxocephallus,U0.75,11,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
82,P.caudatum,U0.75,11,1,1,P.caudatum+Loxocephallus+Blepharisma,3,2460
83,Blepharisma,U0.75,11,2,1,P.caudatum+Loxocephallus+Blepharisma,3,240
83,Loxocephallus,U0.75,11,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
83,P.caudatum,U0.75,11,2,1,P.caudatum+Loxocephallus+Blepharisma,3,2580
84,Blepharisma,U0.75,11,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
84,Loxocephallus,U0.75,11,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
84,P.caudatum,U0.75,11,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
85,P.caudatum,U0.5,11,1,1,P.caudatum,1,1920
86,P.caudatum,U0.5,11,2,1,P.caudatum,1,1680
87,P.caudatum,U0.5,11,3,1,P.caudatum,1,1500
88,Loxocephallus,U0.5,11,1,1,Loxocephallus,1,1200
89,Loxocephallus,U0.5,11,2,1,Loxocephallus,1,660
90,Loxocephallus,U0.5,11,3,1,Loxocephallus,1,900
91,Blepharisma,U0.5,11,1,1,Blepharisma,1,1380
92,Blepharisma,U0.5,11,2,1,Blepharisma,1,1500
93,Blepharisma,U0.5,11,3,1,Blepharisma,1,1740
94,Loxocephallus,U0.5,11,1,1,P.caudatum+Loxocephallus,2,0
94,P.caudatum,U0.5,11,1,1,P.caudatum+Loxocephallus,2,2820
95,Loxocephallus,U0.5,11,2,1,P.caudatum+Loxocephallus,2,0
95,P.caudatum,U0.5,11,2,1,P.caudatum+Loxocephallus,2,2340
96,Loxocephallus,U0.5,11,3,1,P.caudatum+Loxocephallus,2,0
96,P.caudatum,U0.5,11,3,1,P.caudatum+Loxocephallus,2,2160
97,Blepharisma,U0.5,11,1,1,P.caudatum+Blepharisma,2,480
97,P.caudatum,U0.5,11,1,1,P.caudatum+Blepharisma,2,2100
98,Blepharisma,U0.5,11,2,1,P.caudatum+Blepharisma,2,240
98,P.caudatum,U0.5,11,2,1,P.caudatum+Blepharisma,2,2280
99,Blepharisma,U0.5,11,3,1,P.caudatum+Blepharisma,2,360
99,P.caudatum,U0.5,11,3,1,P.caudatum+Blepharisma,2,1800
100,Blepharisma,U0.5,11,1,1,Blepharisma+Loxocephallus,2,2100
100,Loxocephallus,U0.5,11,1,1,Blepharisma+Loxocephallus,2,1
101,Blepharisma,U0.5,11,2,1,Blepharisma+Loxocephallus,2,2400
101,Loxocephallus,U0.5,11,2,1,Blepharisma+Loxocephallus,2,0
102,Blepharisma,U0.5,11,3,1,Blepharisma+Loxocephallus,2,1920
102,Loxocephallus,U0.5,11,3,1,Blepharisma+Loxocephallus,2,0
103,Blepharisma,U0.5,11,1,1,P.caudatum+Loxocephallus+Blepharisma,3,480
103,Loxocephallus,U0.5,11,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
